WorkOrderID,ReceivedDate,CompletedDate,ClientID,ServiceLine,Department,EmployeeID,Priority,ProductionCount,BillableHours,QualityScore,ReworkFlag,SLATargetHours,AHTMinutes,TATHours,SLAMet,CompletionMonth
WO001751,2025-11-07 16:15:35,2025-11-07 23:44:59,C002,Document Retrieval,Operations North,E013,Standard,6,1.09,95.9,No,24,10.91,7.49,Met,2025-11
WO000151,2025-11-04 06:14:27,2025-11-08 01:01:51,C012,Policy Administration,Operations North,E019,Standard,1,0.48,90.1,Yes,72,28.66,90.79,Not Met,2025-11
WO000418,2025-11-06 23:28:11,2025-11-08 05:35:59,C003,Document Retrieval,Operations Central,E010,Standard,3,0.66,97.6,No,24,13.21,30.13,Not Met,2025-11
WO001083,2025-11-08 08:20:33,2025-11-08 16:09:45,C012,Document Retrieval,Operations South,E019,Standard,3,0.60,91.2,No,24,11.91,7.82,Met,2025-11
WO000723,2025-11-07 06:32:31,2025-11-09 13:53:31,C006,Policy Administration,Operations North,E007,Standard,2,0.64,91.3,No,72,19.31,55.35,Met,2025-11
WO000427,2025-11-09 04:53:55,2025-11-10 15:40:43,C014,Direct Bill Posting,Operations North,E013,Standard,5,0.56,95.1,No,48,6.69,34.78,Met,2025-11
WO001364,2025-11-09 09:50:10,2025-11-11 04:05:10,C015,Policy Administration,Operations North,E026,Standard,2,0.83,91.7,No,72,24.76,42.25,Met,2025-11
WO000422,2025-11-09 14:46:14,2025-11-12 02:07:50,C010,Policy Checking,Operations North,E008,Standard,4,2.53,90.4,Yes,72,37.94,59.36,Met,2025-11
WO000068,2025-11-12 15:49:21,2025-11-12 23:10:57,C009,Document Retrieval,Operations North,E013,Standard,5,0.75,95.8,No,24,9.01,7.36,Met,2025-11
WO001429,2025-11-10 23:54:22,2025-11-13 00:32:10,C013,Policy Checking,Operations Central,E004,Standard,1,0.67,92.7,No,72,40.04,48.63,Met,2025-11
WO000471,2025-11-12 08:29:09,2025-11-13 19:41:45,C013,Direct Bill Posting,Operations South,E019,Standard,13,1.89,94.5,No,48,8.70,35.21,Met,2025-11
WO000885,2025-11-13 07:22:45,2025-11-14 03:59:21,C005,Document Retrieval,Operations North,E011,Standard,4,0.62,94.2,No,24,9.29,20.61,Met,2025-11
WO000311,2025-11-12 11:30:08,2025-11-15 02:54:08,C015,Policy Checking,Operations North,E003,Standard,3,1.88,98.7,No,72,37.58,63.40,Met,2025-11
WO000252,2025-11-12 19:22:49,2025-11-15 06:01:49,C004,Policy Administration,Operations North,E005,Standard,4,1.34,99.8,No,72,20.10,58.65,Met,2025-11
WO000779,2025-11-14 09:57:02,2025-11-15 06:12:02,C014,Document Retrieval,Operations South,E019,Standard,5,0.92,91.4,No,24,11.00,20.25,Met,2025-11
WO000273,2025-11-15 16:09:37,2025-11-16 04:18:37,C001,Document Retrieval,Operations Central,E028,Standard,6,0.89,99.3,No,24,8.93,12.15,Met,2025-11
WO000883,2025-11-16 04:32:41,2025-11-16 20:41:41,C003,Document Retrieval,Operations South,E006,Rush,6,1.42,93.9,No,12,14.15,16.15,Not Met,2025-11
WO000034,2025-11-16 08:19:39,2025-11-17 00:23:15,C001,Document Retrieval,Operations North,E014,Standard,10,2.08,95.0,No,24,12.50,16.06,Met,2025-11
WO001724,2025-11-16 18:24:45,2025-11-17 09:37:57,C014,Direct Bill Posting,Operations Central,E020,Standard,17,2.17,95.3,No,48,7.66,15.22,Met,2025-11
WO000250,2025-11-16 05:48:33,2025-11-17 12:04:45,C004,Certificate Issuance,Operations Central,E008,Standard,1,0.29,93.0,No,48,17.67,30.27,Met,2025-11
WO001418,2025-11-14 12:15:17,2025-11-17 20:59:41,C013,Direct Bill Posting,Operations South,E020,Standard,7,0.95,92.6,No,48,8.13,80.74,Not Met,2025-11
WO000480,2025-11-17 06:36:49,2025-11-18 06:26:01,C008,Policy Administration,Operations South,E014,Standard,4,1.45,95.2,No,72,21.81,23.82,Met,2025-11
WO001316,2025-11-16 14:00:26,2025-11-19 09:44:50,C002,Policy Checking,Operations Central,E016,Standard,1,0.62,98.2,No,72,37.41,67.74,Met,2025-11
WO000199,2025-11-15 08:26:06,2025-11-19 13:21:18,C008,Policy Administration,Operations North,E006,Standard,5,2.02,93.1,No,72,24.27,100.92,Not Met,2025-11
WO001124,2025-11-19 10:13:45,2025-11-21 01:05:57,C001,Certificate Issuance,Operations Central,E005,Standard,5,1.64,95.3,No,48,19.62,38.87,Met,2025-11
WO000551,2025-11-20 08:16:41,2025-11-21 09:08:53,C009,Direct Bill Posting,Operations North,E022,Standard,9,1.38,93.2,No,48,9.23,24.87,Met,2025-11
WO001158,2025-11-19 06:15:03,2025-11-21 09:47:27,C002,Policy Administration,Operations Central,E013,Standard,5,2.11,97.4,No,72,25.36,51.54,Met,2025-11
WO000785,2025-11-19 20:23:48,2025-11-21 14:40:00,C009,Certificate Issuance,Operations North,E035,Standard,2,0.45,97.4,No,48,13.44,42.27,Met,2025-11
WO001121,2025-11-20 16:42:44,2025-11-22 14:16:56,C001,Certificate Issuance,Operations North,E005,Standard,5,1.91,91.4,No,48,22.86,45.57,Met,2025-11
WO000605,2025-11-20 22:42:34,2025-11-22 18:41:58,C004,Document Retrieval,Operations South,E029,Standard,1,0.22,96.7,No,24,13.14,43.99,Not Met,2025-11
WO000889,2025-11-20 14:52:59,2025-11-22 21:15:47,C009,Policy Checking,Operations North,E018,Standard,3,2.33,97.7,No,72,46.63,54.38,Met,2025-11
WO000957,2025-11-21 11:30:21,2025-11-22 23:04:33,C015,Certificate Issuance,Operations North,E025,Standard,4,1.57,97.2,No,48,23.50,35.57,Met,2025-11
WO001571,2025-11-21 17:03:51,2025-11-23 03:03:51,C002,Certificate Issuance,Operations North,E008,Standard,1,0.22,91.1,No,48,13.44,34.00,Met,2025-11
WO000039,2025-11-22 21:32:42,2025-11-23 08:47:06,C013,Document Retrieval,Operations North,E016,Standard,6,0.91,98.7,Yes,24,9.14,11.24,Met,2025-11
WO001049,2025-11-21 04:52:38,2025-11-23 10:30:26,C005,Direct Bill Posting,Operations North,E022,Standard,11,1.77,91.9,No,48,9.64,53.63,Not Met,2025-11
WO000747,2025-11-21 00:14:53,2025-11-23 13:44:17,C015,Policy Checking,Operations North,E029,Standard,1,0.69,90.2,Yes,72,41.57,61.49,Met,2025-11
WO000849,2025-11-22 22:43:13,2025-11-23 20:03:37,C013,Document Retrieval,Operations Central,E035,Standard,7,1.82,93.7,No,24,15.57,21.34,Met,2025-11
WO001112,2025-11-22 12:13:02,2025-11-23 23:09:26,C012,Policy Administration,Operations Central,E026,Standard,2,0.94,94.6,No,72,28.06,34.94,Met,2025-11
WO000621,2025-11-23 10:36:32,2025-11-24 04:49:08,C007,Policy Checking,Operations North,E010,Rush,3,1.68,94.8,No,36,33.63,18.21,Met,2025-11
WO000581,2025-11-22 03:08:51,2025-11-24 12:47:51,C007,Direct Bill Posting,Operations North,E001,Standard,7,0.73,96.0,No,48,6.28,57.65,Not Met,2025-11
WO000320,2025-11-19 15:41:49,2025-11-24 19:21:25,C015,Policy Administration,Operations North,E016,Standard,1,0.27,96.0,No,72,16.12,123.66,Not Met,2025-11
WO001583,2025-11-23 10:27:59,2025-11-25 01:38:47,C005,Policy Administration,Operations North,E009,Standard,2,0.73,96.1,No,72,21.83,39.18,Met,2025-11
WO000183,2025-11-24 11:13:36,2025-11-25 08:07:36,C012,Direct Bill Posting,Operations North,E024,Standard,10,1.59,97.8,No,48,9.53,20.90,Met,2025-11
WO000220,2025-11-22 22:16:18,2025-11-25 15:11:30,C009,Policy Checking,Operations South,E024,Standard,2,1.38,95.4,No,72,41.45,64.92,Met,2025-11
WO001212,2025-11-24 08:01:27,2025-11-25 15:41:39,C001,Policy Administration,Operations North,E036,Standard,5,1.85,90.8,Yes,72,22.20,31.67,Met,2025-11
WO001256,2025-11-25 08:51:48,2025-11-26 02:42:12,C007,Certificate Issuance,Operations South,E031,Standard,5,1.93,99.8,No,48,23.12,17.84,Met,2025-11
WO001034,2025-11-24 06:10:18,2025-11-26 02:48:06,C012,Certificate Issuance,Operations Central,E022,Standard,3,0.91,96.0,No,48,18.19,44.63,Met,2025-11
WO000217,2025-11-25 03:31:38,2025-11-26 06:09:26,C014,Policy Administration,Operations South,E005,Standard,3,1.47,94.8,No,72,29.36,26.63,Met,2025-11
WO000497,2025-11-25 01:20:30,2025-11-26 08:55:54,C008,Certificate Issuance,Operations South,E004,Standard,5,1.51,94.8,No,48,18.13,31.59,Met,2025-11
WO000798,2025-11-24 23:36:54,2025-11-26 10:25:30,C015,Policy Checking,Operations Central,E011,Standard,3,1.39,99.7,No,72,27.84,34.81,Met,2025-11
WO000234,2025-11-24 14:41:41,2025-11-26 14:47:05,C010,Policy Administration,Operations North,E022,Standard,3,1.03,98.2,No,72,20.51,48.09,Met,2025-11
WO001760,2025-11-25 19:19:22,2025-11-26 17:30:10,C004,Document Retrieval,Operations North,E023,Standard,10,1.51,94.4,No,24,9.07,22.18,Met,2025-11
WO001457,2025-11-25 04:45:19,2025-11-26 20:26:07,C002,Certificate Issuance,Operations South,E024,Standard,3,0.92,94.9,No,48,18.48,39.68,Met,2025-11
WO000047,2025-11-26 02:12:03,2025-11-26 22:12:03,C002,Certificate Issuance,Operations South,E017,Standard,6,2.03,90.6,Yes,48,20.32,20.00,Met,2025-11
WO001113,2025-11-26 14:54:12,2025-11-27 14:45:48,C010,Policy Administration,Operations North,E008,Standard,1,0.42,90.5,Yes,72,25.16,23.86,Met,2025-11
WO000306,2025-11-26 15:59:03,2025-11-27 19:17:39,C011,Certificate Issuance,Operations South,E013,Standard,4,1.29,95.1,No,48,19.28,27.31,Met,2025-11
WO001415,2025-11-27 08:48:46,2025-11-27 22:50:34,C006,Document Retrieval,Operations North,E033,Standard,7,1.68,97.8,No,24,14.37,14.03,Met,2025-11
WO001705,2025-11-26 17:21:45,2025-11-28 00:22:57,C008,Certificate Issuance,Operations North,E017,Rush,1,0.23,95.1,No,24,14.05,31.02,Not Met,2025-11
WO001315,2025-11-24 16:54:58,2025-11-28 08:16:34,C006,Policy Administration,Operations Central,E009,Standard,3,1.37,94.4,No,72,27.40,87.36,Not Met,2025-11
WO000639,2025-11-23 16:07:27,2025-11-28 14:50:39,C008,Policy Administration,Operations South,E036,Standard,3,1.15,93.9,No,72,22.97,118.72,Not Met,2025-11
WO001628,2025-11-23 15:50:14,2025-11-29 01:28:38,C002,Policy Administration,Operations North,E019,Standard,4,1.47,97.9,No,72,22.02,129.64,Not Met,2025-11
WO000951,2025-11-27 16:47:29,2025-11-29 04:58:17,C005,Policy Administration,Operations South,E016,Standard,5,1.54,98.8,No,72,18.48,36.18,Met,2025-11
WO000289,2025-11-26 16:47:06,2025-11-29 06:25:30,C002,Policy Administration,Operations North,E004,Standard,3,1.07,92.6,No,72,21.40,61.64,Met,2025-11
WO000833,2025-11-28 13:59:13,2025-11-29 12:37:37,C015,Document Retrieval,Operations North,E025,Standard,3,0.47,97.4,No,24,9.46,22.64,Met,2025-11
WO001702,2025-11-28 15:41:13,2025-11-30 01:23:49,C014,Document Retrieval,Operations North,E010,Standard,9,1.72,93.7,No,24,11.45,33.71,Not Met,2025-11
WO001245,2025-11-29 01:09:08,2025-11-30 12:24:08,C007,Direct Bill Posting,Operations North,E027,Standard,13,1.54,96.1,No,48,7.10,35.25,Met,2025-11
WO000206,2025-11-29 21:45:19,2025-11-30 16:09:19,C007,Document Retrieval,Operations North,E033,Standard,2,0.50,95.4,No,24,14.92,18.40,Met,2025-11
WO001031,2025-11-30 22:53:18,2025-12-01 14:10:42,C001,Document Retrieval,Operations North,E010,Standard,5,1.12,95.9,No,24,13.43,15.29,Met,2025-12
WO000924,2025-12-01 06:05:08,2025-12-02 13:12:20,C009,Direct Bill Posting,Operations North,E025,Standard,14,2.27,93.2,No,48,9.71,31.12,Met,2025-12
WO001354,2025-11-30 15:46:01,2025-12-02 17:47:49,C007,Policy Checking,Operations South,E004,Standard,3,2.15,91.5,No,72,43.06,50.03,Met,2025-12
WO001419,2025-12-01 06:17:45,2025-12-02 22:05:45,C014,Policy Checking,Operations Central,E032,Standard,3,1.28,93.3,No,72,25.66,39.80,Met,2025-12
WO000944,2025-12-02 03:39:00,2025-12-03 02:38:24,C015,Certificate Issuance,Operations North,E007,Standard,6,1.79,93.3,Yes,48,17.92,22.99,Met,2025-12
WO001423,2025-12-02 02:02:13,2025-12-03 03:11:13,C006,Policy Administration,Operations South,E029,Standard,5,1.39,95.9,No,72,16.70,25.15,Met,2025-12
WO000571,2025-12-01 16:12:21,2025-12-03 05:15:57,C006,Policy Administration,Operations North,E034,Standard,3,1.31,90.2,Yes,72,26.13,37.06,Met,2025-12
WO000088,2025-12-02 23:25:42,2025-12-03 10:16:06,C014,Certificate Issuance,Operations North,E009,Rush,5,1.83,97.7,No,24,21.95,10.84,Met,2025-12
WO000037,2025-12-01 10:01:15,2025-12-03 11:51:03,C002,Policy Administration,Operations Central,E016,Standard,2,0.89,96.3,No,72,26.82,49.83,Met,2025-12
WO000534,2025-11-28 03:02:31,2025-12-03 14:48:43,C014,Policy Administration,Operations Central,E019,Standard,4,1.12,95.8,No,72,16.82,131.77,Not Met,2025-12
WO001248,2025-12-01 07:51:03,2025-12-03 19:36:03,C009,Policy Administration,Operations South,E016,Standard,3,1.16,92.7,No,72,23.22,59.75,Met,2025-12
WO000186,2025-12-02 10:51:11,2025-12-03 20:28:59,C014,Direct Bill Posting,Operations North,E028,Standard,8,1.01,93.3,Yes,48,7.60,33.63,Met,2025-12
WO000797,2025-12-03 17:56:45,2025-12-04 07:10:33,C009,Document Retrieval,Operations South,E018,Standard,6,1.41,90.7,Yes,24,14.14,13.23,Met,2025-12
WO001800,2025-12-03 10:18:30,2025-12-04 16:11:18,C001,Policy Administration,Operations Central,E032,Standard,5,2.43,92.8,No,72,29.16,29.88,Met,2025-12
WO001032,2025-12-04 08:06:47,2025-12-04 19:37:23,C003,Document Retrieval,Operations South,E004,Standard,1,0.19,99.9,No,24,11.22,11.51,Met,2025-12
WO001417,2025-12-03 11:39:49,2025-12-04 20:03:49,C002,Document Retrieval,Operations Central,E020,Standard,2,0.32,91.6,No,24,9.57,32.40,Not Met,2025-12
WO001499,2025-12-02 17:35:16,2025-12-05 04:21:28,C013,Policy Administration,Operations North,E024,Standard,3,1.04,98.3,No,72,20.82,58.77,Met,2025-12
WO000862,2025-11-30 22:13:21,2025-12-05 07:51:09,C015,Policy Administration,Operations North,E017,Standard,1,0.28,92.1,No,72,16.71,105.63,Not Met,2025-12
WO000003,2025-12-04 11:55:19,2025-12-05 20:36:07,C008,Direct Bill Posting,Operations North,E026,Standard,20,3.33,90.2,Yes,48,9.98,32.68,Met,2025-12
WO001598,2025-12-04 16:12:06,2025-12-05 21:03:06,C014,Direct Bill Posting,Operations South,E024,Standard,5,0.79,91.0,No,48,9.50,28.85,Met,2025-12
WO000942,2025-12-04 15:30:38,2025-12-05 23:30:38,C003,Document Retrieval,Operations Central,E001,Standard,9,2.18,93.9,No,24,14.53,32.00,Not Met,2025-12
WO001719,2025-12-03 22:41:02,2025-12-06 08:16:26,C006,Policy Administration,Operations South,E004,Standard,1,0.35,96.7,No,72,21.16,57.59,Met,2025-12
WO001567,2025-12-05 00:25:00,2025-12-06 09:49:36,C005,Certificate Issuance,Operations Central,E006,Standard,3,0.69,98.3,No,48,13.81,33.41,Met,2025-12
WO001213,2025-12-05 11:50:53,2025-12-06 10:04:41,C010,Document Retrieval,Operations South,E029,Standard,3,0.45,93.2,No,24,8.93,22.23,Met,2025-12
WO000241,2025-12-02 12:09:48,2025-12-06 17:17:36,C004,Policy Checking,Operations North,E026,Standard,1,0.55,95.5,No,72,32.77,101.13,Not Met,2025-12
WO000845,2025-12-06 05:08:46,2025-12-06 22:33:58,C008,Certificate Issuance,Operations North,E001,Standard,2,0.78,90.3,Yes,48,23.54,17.42,Met,2025-12
WO000146,2025-12-06 08:24:44,2025-12-07 05:33:08,C010,Certificate Issuance,Operations South,E024,Standard,1,0.32,95.1,No,48,19.47,21.14,Met,2025-12
WO000678,2025-12-05 12:58:23,2025-12-07 09:28:23,C010,Certificate Issuance,Operations South,E005,Standard,5,1.93,91.8,No,48,23.18,44.50,Met,2025-12
WO001160,2025-12-05 14:16:33,2025-12-07 14:06:21,C003,Policy Administration,Operations South,E033,Standard,5,1.38,98.7,No,72,16.57,47.83,Met,2025-12
WO000946,2025-12-05 17:18:20,2025-12-07 21:11:08,C008,Certificate Issuance,Operations Central,E026,Standard,3,1.07,90.8,Yes,48,21.39,51.88,Not Met,2025-12
WO000705,2025-12-06 17:12:23,2025-12-07 21:32:47,C011,Direct Bill Posting,Operations North,E022,Standard,12,2.11,93.9,No,48,10.57,28.34,Met,2025-12
WO000719,2025-12-06 08:55:55,2025-12-07 21:47:31,C008,Direct Bill Posting,Operations Central,E035,Standard,16,2.20,96.2,No,48,8.24,36.86,Met,2025-12
WO001746,2025-12-06 18:08:52,2025-12-08 06:14:52,C008,Policy Checking,Operations North,E016,Standard,3,1.98,94.6,No,72,39.54,36.10,Met,2025-12
WO001739,2025-12-07 18:47:43,2025-12-08 11:54:19,C011,Certificate Issuance,Operations South,E008,Standard,3,1.15,97.8,No,48,23.02,17.11,Met,2025-12
WO001196,2025-12-08 01:26:50,2025-12-08 18:26:50,C009,Direct Bill Posting,Operations North,E032,Rush,16,2.82,91.1,No,24,10.58,17.00,Met,2025-12
WO000014,2025-12-08 19:01:53,2025-12-09 20:06:41,C012,Certificate Issuance,Operations Central,E001,Standard,6,1.34,97.9,No,48,13.38,25.08,Met,2025-12
WO001462,2025-12-09 11:55:01,2025-12-09 23:46:01,C009,Certificate Issuance,Operations South,E002,Rush,6,2.44,96.0,No,24,24.44,11.85,Met,2025-12
WO000262,2025-12-07 13:27:52,2025-12-10 01:40:28,C009,Policy Checking,Operations Central,E013,Standard,2,0.94,92.8,No,72,28.08,60.21,Met,2025-12
WO000793,2025-12-09 18:17:49,2025-12-10 08:47:49,C005,Certificate Issuance,Operations South,E005,Standard,2,0.67,90.1,Yes,48,20.18,14.50,Met,2025-12
WO001206,2025-12-09 23:40:33,2025-12-10 12:24:57,C002,Document Retrieval,Operations South,E003,Standard,6,1.29,99.9,No,24,12.87,12.74,Met,2025-12
WO000638,2025-12-08 12:22:36,2025-12-10 20:38:48,C004,Certificate Issuance,Operations North,E019,Standard,5,1.75,99.8,No,48,20.99,56.27,Not Met,2025-12
WO001348,2025-12-10 04:33:24,2025-12-11 08:47:12,C006,Policy Administration,Operations Central,E001,Rush,5,2.11,97.6,No,36,25.37,28.23,Met,2025-12
WO000319,2025-12-10 10:37:33,2025-12-11 23:57:57,C014,Policy Checking,Operations Central,E006,Standard,2,1.39,91.7,No,72,41.67,37.34,Met,2025-12
WO000529,2025-12-09 07:55:36,2025-12-12 13:41:48,C010,Policy Administration,Operations North,E025,Standard,1,0.27,92.8,No,72,16.32,77.77,Not Met,2025-12
WO001470,2025-12-11 13:33:23,2025-12-12 17:12:59,C012,Policy Administration,Operations North,E035,Standard,4,1.10,93.5,No,72,16.46,27.66,Met,2025-12
WO000804,2025-12-10 23:31:13,2025-12-12 19:18:37,C011,Certificate Issuance,Operations Central,E012,Standard,2,0.47,97.2,No,48,14.02,43.79,Met,2025-12
WO000544,2025-12-09 10:04:25,2025-12-12 23:29:01,C006,Certificate Issuance,Operations South,E004,Standard,1,0.30,91.8,No,48,18.07,85.41,Not Met,2025-12
WO000941,2025-12-11 19:06:24,2025-12-13 00:52:00,C009,Policy Administration,Operations South,E005,Standard,3,0.80,99.4,No,72,16.03,29.76,Met,2025-12
WO000082,2025-12-12 15:13:38,2025-12-13 05:55:38,C003,Certificate Issuance,Operations South,E012,Standard,5,1.67,92.9,No,48,20.08,14.70,Met,2025-12
WO001453,2025-12-11 15:16:32,2025-12-13 22:42:20,C006,Policy Administration,Operations North,E010,Standard,2,0.58,93.6,No,72,17.27,55.43,Met,2025-12
WO000167,2025-12-12 21:06:45,2025-12-14 00:15:45,C004,Direct Bill Posting,Operations Central,E034,Standard,17,1.70,99.3,No,48,6.00,27.15,Met,2025-12
WO001792,2025-12-13 06:21:34,2025-12-14 04:31:46,C012,Document Retrieval,Operations North,E030,Standard,10,1.71,96.9,No,24,10.25,22.17,Met,2025-12
WO000875,2025-12-13 22:30:44,2025-12-14 16:06:44,C011,Document Retrieval,Operations North,E015,Standard,8,1.25,95.7,No,24,9.34,17.60,Met,2025-12
WO001537,2025-12-13 13:50:38,2025-12-14 19:19:26,C001,Document Retrieval,Operations South,E002,Standard,10,2.49,93.4,Yes,24,14.94,29.48,Not Met,2025-12
WO001331,2025-12-11 04:11:54,2025-12-14 19:22:06,C010,Policy Administration,Operations Central,E015,Standard,2,0.94,96.3,No,72,28.08,87.17,Not Met,2025-12
WO001640,2025-12-11 05:38:09,2025-12-14 20:41:45,C013,Certificate Issuance,Operations South,E001,Standard,1,0.26,90.5,Yes,48,15.87,87.06,Not Met,2025-12
WO000637,2025-12-13 20:09:48,2025-12-15 05:44:00,C010,Certificate Issuance,Operations South,E036,Standard,3,0.70,97.7,No,48,14.01,33.57,Met,2025-12
WO000667,2025-12-13 22:27:23,2025-12-15 09:18:59,C009,Direct Bill Posting,Operations North,E029,Standard,12,1.81,96.2,No,48,9.04,34.86,Met,2025-12
WO000848,2025-12-13 12:59:58,2025-12-15 14:19:10,C012,Policy Administration,Operations North,E026,Standard,2,0.75,98.2,No,72,22.52,49.32,Met,2025-12
WO000945,2025-12-13 07:26:12,2025-12-15 17:10:36,C006,Certificate Issuance,Operations Central,E018,Standard,1,0.28,94.0,No,48,16.84,57.74,Not Met,2025-12
WO000465,2025-12-15 11:55:13,2025-12-16 07:32:25,C011,Certificate Issuance,Operations Central,E030,Standard,3,1.14,96.7,No,48,22.84,19.62,Met,2025-12
WO001500,2025-12-15 21:14:35,2025-12-17 12:50:35,C014,Direct Bill Posting,Operations Central,E013,Rush,14,1.57,90.6,Yes,24,6.71,39.60,Not Met,2025-12
WO000505,2025-12-16 22:43:30,2025-12-17 14:17:06,C003,Certificate Issuance,Operations South,E010,Standard,1,0.29,99.0,No,48,17.67,15.56,Met,2025-12
WO000060,2025-12-17 14:34:40,2025-12-17 21:37:40,C013,Document Retrieval,Operations North,E005,Rush,4,1.06,90.5,Yes,12,15.90,7.05,Met,2025-12
WO001477,2025-12-15 09:33:21,2025-12-18 21:07:33,C013,Policy Administration,Operations South,E012,Standard,5,1.94,99.1,No,72,23.31,83.57,Not Met,2025-12
WO000107,2025-12-17 23:13:38,2025-12-18 21:44:50,C011,Certificate Issuance,Operations South,E030,Standard,3,1.10,95.5,No,48,21.98,22.52,Met,2025-12
WO000829,2025-12-17 13:41:15,2025-12-19 00:26:51,C008,Direct Bill Posting,Operations North,E016,Standard,13,1.51,99.3,No,48,6.95,34.76,Met,2025-12
WO001795,2025-12-18 17:37:31,2025-12-19 23:24:19,C001,Policy Checking,Operations South,E017,Standard,3,1.33,91.2,No,72,26.54,29.78,Met,2025-12
WO000584,2025-12-19 10:52:50,2025-12-20 02:15:02,C003,Certificate Issuance,Operations Central,E025,Standard,3,0.80,96.7,No,48,15.91,15.37,Met,2025-12
WO000815,2025-12-18 09:54:28,2025-12-20 06:18:28,C002,Certificate Issuance,Operations South,E027,Standard,3,0.98,99.8,No,48,19.52,44.40,Met,2025-12
WO000960,2025-12-18 10:22:30,2025-12-20 11:14:42,C010,Policy Checking,Operations North,E015,Standard,4,2.50,92.5,No,72,37.53,48.87,Met,2025-12
WO001491,2025-12-20 12:12:25,2025-12-20 16:35:49,C009,Document Retrieval,Operations Central,E025,Rush,2,0.55,98.5,No,12,16.57,4.39,Met,2025-12
WO001615,2025-12-18 14:42:42,2025-12-20 19:47:30,C011,Policy Administration,Operations South,E005,Standard,4,1.64,95.3,No,72,24.54,53.08,Met,2025-12
WO001638,2025-12-19 20:47:45,2025-12-21 14:30:57,C010,Policy Checking,Operations North,E013,Standard,4,1.78,90.1,Yes,72,26.77,41.72,Met,2025-12
WO000921,2025-12-20 16:26:40,2025-12-21 22:18:16,C014,Certificate Issuance,Operations North,E003,Standard,3,0.96,90.7,Yes,48,19.23,29.86,Met,2025-12
